date,sp500
2020-08-13,3373.4299
2020-08-14,3372.8501
2020-08-17,3381.99
2020-08-18,3389.78
2020-08-19,3374.8501
2020-08-20,3385.51
2020-08-21,3397.1599
2020-08-24,3431.28
2020-08-25,3443.6201
2020-08-26,3478.73
2020-08-27,3484.55
2020-08-28,3508.01
2020-08-31,3500.3101
2020-09-01,3526.6499
2020-09-02,3580.8401
2020-09-03,3455.0601
2020-09-04,3426.96
2020-09-07,
2020-09-08,3331.8401
2020-09-09,3398.96
2020-09-10,3339.1899
2020-09-11,3340.97
2020-09-14,3383.54
2020-09-15,3401.2
2020-09-16,3385.49
2020-09-17,3357.01
2020-09-18,3319.47
2020-09-21,3281.0601
2020-09-22,3315.5701
2020-09-23,3236.9199
2020-09-24,3246.5901
2020-09-25,3298.46
2020-09-28,3351.6001
2020-09-29,3335.47
2020-09-30,3363
2020-10-01,3380.8
2020-10-02,3348.4399
2020-10-05,3408.6299
2020-10-06,3360.95
2020-10-07,3419.45
2020-10-08,3446.8301
2020-10-09,3477.1299
2020-10-12,3534.22
2020-10-13,3511.9299
2020-10-14,3488.6699
2020-10-15,3483.3401
2020-10-16,3483.8101
2020-10-19,3426.9199
2020-10-20,3443.1201
2020-10-21,3435.5601
2020-10-22,3453.49
2020-10-23,3465.3899
2020-10-26,3400.97
2020-10-27,3390.6799
2020-10-28,3271.03
2020-10-29,3310.1101
2020-10-30,3269.96
2020-11-02,3310.24
2020-11-03,3369.1599
2020-11-04,3443.4399
2020-11-05,3510.45
2020-11-06,3509.4399
2020-11-09,3550.5
2020-11-10,3545.53
2020-11-11,3572.6599
2020-11-12,3537.01
2020-11-13,3585.1499
2020-11-16,3626.9099
2020-11-17,3609.53
2020-11-18,3567.79
2020-11-19,3581.8701
2020-11-20,3557.54
2020-11-23,3577.5901
2020-11-24,3635.4099
2020-11-25,3629.6499
2020-11-26,
2020-11-27,3638.3501
2020-11-30,3621.6299
2020-12-01,3662.45
2020-12-02,3669.01
2020-12-03,3666.72
2020-12-04,3699.1201
2020-12-07,3691.96
2020-12-08,3702.25
2020-12-09,3672.8201
2020-12-10,3668.1001
2020-12-11,3663.46
2020-12-14,3647.49
2020-12-15,3694.6201
2020-12-16,3701.1699
2020-12-17,3722.48
2020-12-18,3709.4099
2020-12-21,3694.9199
2020-12-22,3687.26
2020-12-23,3690.01
2020-12-24,3703.0601
2020-12-25,
2020-12-28,3735.3601
2020-12-29,3727.04
2020-12-30,3732.04
2020-12-31,3756.0701
2021-01-01,
2021-01-04,3700.6499
2021-01-05,3726.8601
2021-01-06,3748.1399
2021-01-07,3803.79
2021-01-08,3824.6799
2021-01-11,3799.6101
2021-01-12,3801.1899
2021-01-13,3809.8401
2021-01-14,3795.54
2021-01-15,3768.25
2021-01-18,
2021-01-19,3798.9099
2021-01-20,3851.8501
2021-01-21,3853.0701
2021-01-22,3841.47
2021-01-25,3855.3601
2021-01-26,3849.6201
2021-01-27,3750.77
2021-01-28,3787.3799
2021-01-29,3714.24
2021-02-01,3773.8601
2021-02-02,3826.3101
2021-02-03,3830.1699
2021-02-04,3871.74
2021-02-05,3886.8301
2021-02-08,3915.5901
2021-02-09,3911.23
2021-02-10,3909.8799
2021-02-11,3916.3799
2021-02-12,3934.8301
2021-02-15,
2021-02-16,3932.5901
2021-02-17,3931.3301
2021-02-18,3913.97
2021-02-19,3906.71
2021-02-22,3876.5
2021-02-23,3881.3701
2021-02-24,3925.4299
2021-02-25,3829.3401
2021-02-26,3811.1499
2021-03-01,3901.8201
2021-03-02,3870.29
2021-03-03,3819.72
2021-03-04,3768.47
2021-03-05,3841.9399
2021-03-08,3821.3501
2021-03-09,3875.4399
2021-03-10,3898.8101
2021-03-11,3939.3401
2021-03-12,3943.3401
2021-03-15,3968.9399
2021-03-16,3962.71
2021-03-17,3974.1201
2021-03-18,3915.46
2021-03-19,3913.1001
2021-03-22,3940.5901
2021-03-23,3910.52
2021-03-24,3889.1399
2021-03-25,3909.52
2021-03-26,3974.54
2021-03-29,3971.0901
2021-03-30,3958.55
2021-03-31,3972.8899
2021-04-01,4019.8701
2021-04-02,
2021-04-05,4077.9099
2021-04-06,4073.9399
2021-04-07,4079.95
2021-04-08,4097.1699
2021-04-09,4128.7998
2021-04-12,4127.9902
2021-04-13,4141.5898
2021-04-14,4124.6602
2021-04-15,4170.4199
2021-04-16,4185.4702
2021-04-19,4163.2598
2021-04-20,4134.9399
